CM_PACKET_NUM,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE_CODE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,EVENT_NOTES,LAST_UPDTED_DATE,BATCH_ID,DOC_CLASSIFICATION_CODE,,,,,,,
10407493,Processing,2411405,OCRSUCCESS,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:02:12 PM,213,NULL,,,,,,,
10407493,Processing,2411407,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:02:12 PM,213,NULL,,,,,,,
10407507,Processing,2410171,VBOTPROCESSING,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:17:12 PM,213,DMC_ISSUE,,,,,,,
10407629,OFF RAMPED,2426824,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:36:29 AM,214,NULL,,,,,,,
10407629,OFF RAMPED,2426826,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/27/2020 2:36:29 AM,214,NULL,,,,,,,
10407629,OFF RAMPED,2426827,PROCESSED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:36:29 AM,214,UNKNOWN,,,,,,,
10407629,OFF RAMPED,2426829,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation","Outcome : Incomplete Form - Missing Field -  VETERAN_ADDRESS_STATE, VETERAN_ADDRESS_CITY, VETERAN_ADDRESS_ZIP5, - Off Ramped",10/27/2020 2:36:29 AM,214,NULL,,,,,,,
10407645,OFF RAMPED,2436845,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:37:25 AM,215,NULL,,,,,,,
10407659,OFF RAMPED,2436863,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:40:30 PM,215,NULL,,,,,,,
10407668,Processing,2409498,VBOTPROCESSING,EVD-21-4502,Evidence Mail,VA 21-4502 Application for Automobile or Other Con  ,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:08:28 PM,213,NULL,,,,,,,
10407682,Processing,2410038,VBOTPROCESSING,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:11:17 PM,213,NULL,,,,,,,
10407692,OFF RAMPED,2436957,OCRSUCCESS,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/26/2020 8:40:59 AM,215,NULL,,,,,,,
10407692,OFF RAMPED,2436958,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:40:59 AM,215,NULL,,,,,,,
10407742,Processing,2409421,VBOTPROCESSING,530,530,VA 21-530 Application for Burial Benefits,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:32:49 PM,213,NULL,,,,,,,
10407758,Processing,2409059,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 5:13:57 PM,213,NULL,,,,,,,
10407758,Processing,2409060,OCRSUCCESS,EVD-FBE,Evidence Mail,Funeral Bill/Expenses,NULL,10/26/2020 5:13:57 PM,213,NULL,,,,,,,
10407758,Processing,2409061,VBOTPROCESSING,530,530,VA 21-530 Application for Burial Benefits,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:13:57 PM,213,NULL,,,,,,,
10407770,Processing,2411291,VBOTPROCESSING,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:02:46 PM,213,NULL,,,,,,,
10407787,OFF RAMPED,2436857,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 2:01:31 PM,215,NULL,,,,,,,
10407813,Processing,2410505,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 4:53:23 PM,213,NULL,,,,,,,
10407855,OFF RAMPED,2436908,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:36:17 AM,215,NULL,,,,,,,
10407855,OFF RAMPED,2436910,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:36:17 AM,215,NULL,,,,,,,
10407997,OFF RAMPED,2431147,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/26/2020 1:40:20 PM,214,NULL,,,,,,,
10407997,OFF RAMPED,2431149,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 1:40:20 PM,214,NULL,,,,,,,
10407997,OFF RAMPED,2431151,OCRSUCCESS,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:40:20 PM,214,NULL,,,,,,,
10407997,OFF RAMPED,2431152,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/26/2020 1:40:20 PM,214,NULL,,,,,,,
10408032,OFF RAMPED,2436912,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 2:05:18 PM,215,NULL,,,,,,,
10408159,Processing,2416480,OCRSUCCESS,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:33:55 PM,213,NULL,,,,,,,
10408159,Processing,2416481,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:33:55 PM,213,NULL,,,,,,,
10408206,OFF RAMPED,2436879,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:38:02 PM,215,NULL,,,,,,,
10408284,Processing,2415052,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/26/2020 5:27:28 PM,213,COMPETENCY_ISSUE,,,,,,,
10408284,Processing,2415053,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/26/2020 5:27:28 PM,213,NULL,,,,,,,
10408284,Processing,2415055,OCRSUCCESS,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:27:28 PM,213,NULL,,,,,,,
10408284,Processing,2415057,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:27:28 PM,213,NULL,,,,,,,
10408284,Processing,2415058,OCRSUCCESS,EVD-21-0972,Evidence Mail,VA Form 21-0972 Notice of VeteranClaimant of VA Fo,NULL,10/26/2020 5:27:28 PM,213,NULL,,,,,,,
10408343,Processing,2413740,VBOTPROCESSING,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:14:30 PM,213,NULL,,,,,,,
10408379,Processing,2413975,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:12:21 PM,213,NULL,,,,,,,
10408494,OFF RAMPED,2436961,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:49:04 AM,215,NULL,,,,,,,
10408502,OFF RAMPED,2436870,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:31:17 AM,215,NULL,,,,,,,
10408521,PROCESSED,2436963,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,"Outcome : POA on record is the same as the POA submitted, Successfully added unsolicited evidence",10/26/2020 2:03:44 PM,215,NULL,,,,,,,
10408538,Processing,2414363,VBOTPROCESSING,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:16:09 PM,213,NULL,,,,,,,
10408582,OFF RAMPED,2436932,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:45:48 AM,215,NULL,,,,,,,
10408588,PROCESSED,2436856,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:46:05 AM,215,NULL,,,,,,,
10408647,OFF RAMPED,2436858,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:38:38 PM,215,NULL,,,,,,,
10408788,OFF RAMPED,2436997,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:38:01 PM,215,NULL,,,,,,,
10408816,OFF RAMPED,2436935,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:40:53 AM,215,NULL,,,,,,,
10409051,OFF RAMPED,2436933,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:41:34 AM,215,NULL,,,,,,,
10409099,OFF RAMPED,2436896,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:35:34 AM,215,NULL,,,,,,,
10409117,OFF RAMPED,2436941,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 1:38:09 PM,215,NULL,,,,,,,
10409171,OFF RAMPED,2436864,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:36:52 PM,215,NULL,,,,,,,
10409208,OFF RAMPED,2436898,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:35:34 AM,215,NULL,,,,,,,
10409222,OFF RAMPED,2417247,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/27/2020 2:35:34 AM,213,NULL,,,,,,,
10409232,OFF RAMPED,2416703,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Outcome: Successfully Added Unsolicited Evidence, Added Note",10/27/2020 2:33:16 AM,213,VERIFICATION_REQUEST,,,,,,,
10409255,OFF RAMPED,2436992,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 2:07:21 PM,215,NULL,,,,,,,
10409500,PROCESSED,2436906,PROCESSED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,"Outcome : POA on record is the same as the POA submitted, Successfully added unsolicited evidence",10/26/2020 2:03:55 PM,215,NULL,,,,,,,
10409504,Processing,2434470,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 7:03:56 PM,214,NULL,,,,,,,
10409504,Processing,2434472,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/26/2020 7:03:56 PM,214,NULL,,,,,,,
10409504,Processing,2434475,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 7:03:56 PM,214,NULL,,,,,,,
10409504,Processing,2434481,OCRSUCCESS,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 7:03:56 PM,214,NULL,,,,,,,
10409634,Processing,2418737,VBOTPROCESSING,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:42:58 PM,213,UNKNOWN,,,,,,,
10409683,Processing,2419268,VBOTPROCESSING,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:43:30 PM,213,UNKNOWN,,,,,,,
10409686,Processing,2419288,VBOTPROCESSING,EVD-21-0847,Evidence Mail,VA 21-0847 - Request for Substitution of Claimant Upon Death of Claimant,NULL,10/26/2020 5:44:02 PM,213,NULL,,,,,,,
10409699,OFF RAMPED,2437022,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:52:30 AM,215,NULL,,,,,,,
10409713,Processing,2419190,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:45:06 PM,213,NULL,,,,,,,
10409742,OFF RAMPED,2418635,OFFRAMPED,EVD-IDMAT,Evidence Mail,Identification Materials,NULL,10/27/2020 2:34:46 AM,213,NULL,,,,,,,
10409742,OFF RAMPED,2418638,OCRSUCCESS,EVD-IDMAT,Evidence Mail,Identification Materials,NULL,10/27/2020 2:34:46 AM,213,NULL,,,,,,,
10409742,OFF RAMPED,2418640,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:34:46 AM,213,NULL,,,,,,,
10409742,OFF RAMPED,2418641,OFFRAMPED,686c,686c,VA 21-686c Declaration of Status of Dependents,NULL,10/27/2020 2:34:46 AM,213,NULL,,,,,,,
10409742,OFF RAMPED,2418642,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/27/2020 2:34:46 AM,213,NULL,,,,,,,
10409751,Processing,2418382,VBOTPROCESSING,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:41:22 PM,213,NOTICE_OF_DEATH,,,,,,,
10409752,Processing,2418309,VBOTPROCESSING,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:41:54 PM,213,NOTICE_OF_DEATH,,,,,,,
10409754,Processing,2419075,VBOTPROCESSING,4138,4138,VA 21-4138 Statement In Support of Claim,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:42:26 PM,213,NOTICE_OF_DEATH,,,,,,,
10409779,OFF RAMPED,2436930,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:37:21 AM,215,NULL,,,,,,,
10409783,Processing,2419809,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:52:35 PM,213,NULL,,,,,,,
10409783,Processing,2419813,OCRSUCCESS,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 5:52:35 PM,213,NULL,,,,,,,
10409801,Processing,2418940,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:46:42 PM,213,NULL,,,,,,,
10409830,OFF RAMPED,2431160,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/27/2020 2:43:26 AM,214,NULL,,,,,,,
10409833,Processing,2419311,VBOTPROCESSING,EVD-TPROI,Evidence Mail,Third Party Release of Information,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:44:34 PM,213,NULL,,,,,,,
10409838,OFF RAMPED,2437021,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 1:39:23 PM,215,NULL,,,,,,,
10409839,OFF RAMPED,2419269,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/27/2020 2:35:10 AM,213,NULL,,,,,,,
10409839,OFF RAMPED,2419272,OCRSUCCESS,EVD-FBE,Evidence Mail,Funeral Bill/Expenses,NULL,10/27/2020 2:35:10 AM,213,NULL,,,,,,,
10409839,OFF RAMPED,2419275,PROCESSED,530,530,VA 21-530 Application for Burial Benefits,NULL,10/27/2020 2:35:10 AM,213,NULL,,,,,,,
10409851,Processing,2419357,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:45:38 PM,213,NULL,,,,,,,
10409856,OFF RAMPED,2437018,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:47:02 AM,215,NULL,,,,,,,
10409864,Processing,2419226,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:46:10 PM,213,NULL,,,,,,,
10409870,OFF RAMPED,2437023,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 8:47:09 AM,215,NULL,,,,,,,
10409877,Processing,2420420,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/26/2020 5:59:15 PM,213,NULL,,,,,,,
10409877,Processing,2420421,OCRSUCCESS,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:59:15 PM,213,NULL,,,,,,,
10409877,Processing,2420422,VBOTPROCESSING,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:59:15 PM,213,NULL,,,,,,,
10409909,OFF RAMPED,2436993,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:41:08 AM,215,NULL,,,,,,,
10409978,OFF RAMPED,2419258,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:34:58 AM,213,DEPENDENCY_REQUEST_REMOVAL,,,,,,,
10409987,OFF RAMPED,2419178,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:35:37 AM,213,UNKNOWN,,,,,,,
10409987,OFF RAMPED,2419180,PROCESSED,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 2:35:37 AM,213,NULL,,,,,,,
10410149,OFF RAMPED,2437019,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/26/2020 2:04:17 PM,215,NULL,,,,,,,
10410248,OFF RAMPED,2420151,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:33:55 AM,213,UNKNOWN,,,,,,,
10410253,Processing,2420014,VBOTPROCESSING,IU,Evidence Mail,VA 21-4192 Request for Employment Information in Connection with claim for Disability Benefit,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:51:12 PM,213,NULL,,,,,,,
10410305,Processing,2420153,VBOTPROCESSING,EVD-TPROI,Evidence Mail,Third Party Release of Information,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:53:08 PM,213,NULL,,,,,,,
10410312,OFF RAMPED,2420257,OFFRAMPED,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - No Open Claim/EP and all documents are not RFA Eligible Documents Type,10/27/2020 2:35:47 AM,213,NULL,,,,,,,
10410312,OFF RAMPED,2420258,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:35:47 AM,213,NULL,,,,,,,
10410312,OFF RAMPED,2420259,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:35:47 AM,213,NULL,,,,,,,
10410312,OFF RAMPED,2420260,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/27/2020 2:35:47 AM,213,UNKNOWN,,,,,,,
10410312,OFF RAMPED,2420261,OCRSUCCESS,EVD-FBE,Evidence Mail,Funeral Bill/Expenses,NULL,10/27/2020 2:35:47 AM,213,NULL,,,,,,,
10410312,OFF RAMPED,2420262,OFFRAMPED,530,530,VA 21-530 Application for Burial Benefits,NULL,10/27/2020 2:35:47 AM,213,NULL,,,,,,,
10410313,Processing,2420321,VBOTPROCESSING,EVD-TPROI,Evidence Mail,Third Party Release of Information,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:53:40 PM,213,NULL,,,,,,,
10410314,Processing,2420318,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:54:11 PM,213,NULL,,,,,,,
10410320,OFF RAMPED,2420183,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:37:38 AM,213,DEPENDENCY_REQUEST,,,,,,,
10410349,OFF RAMPED,2420156,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:54:43 PM,213,NULL,,,,,,,
10410349,OFF RAMPED,2420158,OCRSUCCESS,530,530,VA 21-530 Application for Burial Benefits,NULL,10/26/2020 5:54:43 PM,213,NULL,,,,,,,
10410354,Processing,2420335,VBOTPROCESSING,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:55:15 PM,213,NULL,,,,,,,
10410355,Processing,2420277,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:55:49 PM,213,NULL,,,,,,,
10410360,Processing,2419558,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:58:34 PM,213,NULL,,,,,,,
10410373,OFF RAMPED,2436883,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 8:36:01 AM,215,NULL,,,,,,,
10410378,OFF RAMPED,2436995,OFFRAMPED,526ez,526ez,"VA 21-526EZ, Fully Developed Claim Compensation",NULL,10/26/2020 1:39:38 PM,215,NULL,,,,,,,
10410439,Processing,2420110,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/26/2020 5:56:54 PM,213,UNKNOWN,,,,,,,
10410439,Processing,2420114,VBOTPROCESSING,EVD-COR,EVD-COR,Correspondence,NULL,10/26/2020 5:56:54 PM,213,MEDICAL_EVIDENCE,,,,,,,
10410439,Processing,2420117,OCRSUCCESS,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/26/2020 5:56:54 PM,213,NULL,,,,,,,
10410439,Processing,2420119,OCRSUCCESS,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,NULL,10/26/2020 5:56:54 PM,213,NULL,,,,,,,
10410439,Processing,2420121,OCRSUCCESS,PMR,Evidence Mail,Medical Treatment Record - Non-Government Facility,NULL,10/26/2020 5:56:54 PM,213,NULL,,,,,,,
10410439,Processing,2420123,OCRSUCCESS,EVD-VA-EXM,Evidence Mail,VA Examination,NULL,10/26/2020 5:56:54 PM,213,NULL,,,,,,,
10410467,OFF RAMPED,2419874,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:36:09 AM,213,PAYMENT_ISSUE,,,,,,,
10410519,OFF RAMPED,2420297,OFFRAMPED,PMR,Evidence Mail,Medical Treatment Record - Government Facility,NULL,10/27/2020 2:34:05 AM,213,NULL,,,,,,,
10410519,OFF RAMPED,2420298,OCRSUCCESS,EVD-NLTR,Evidence Mail,"Notification Letter e.g. VA 20-8993, VA 21-0290, P  ",NULL,10/27/2020 2:34:05 AM,213,NULL,,,,,,,
10410519,OFF RAMPED,2420299,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:34:05 AM,213,UNKNOWN,,,,,,,
10410519,OFF RAMPED,2420300,OCRSUCCESS,4142,Evidence Mail,VA 21-4142 Authorization for Release of Information,NULL,10/27/2020 2:34:05 AM,213,NULL,,,,,,,
10410519,OFF RAMPED,2420301,OCRSUCCESS,VCAA,Evidence Mail,VCAA Notice Acknowledgement,NULL,10/27/2020 2:34:05 AM,213,NULL,,,,,,,
10410519,OFF RAMPED,2420302,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/27/2020 2:34:05 AM,213,NULL,,,,,,,
10410555,Processing,2420271,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:59:48 PM,213,NULL,,,,,,,
10410569,Processing,2420177,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:56:22 PM,213,NULL,,,,,,,
10410586,OFF RAMPED,2420373,PROCESSED,820,820,VA 21-0820 Report of General Information,"Outcome : Contentions Added, Claim Successfully Created, Successfully Added Unsolicited Evidence, Added Note",10/27/2020 2:39:51 AM,213,DEPENDENCY_REQUEST_REMOVAL,,,,,,,
10410600,Processing,2420157,VBOTPROCESSING,966,966,VA 21-0966 Intent to File,NULL,10/26/2020 5:57:29 PM,213,NULL,,,,,,,
10410601,Processing,2420432,VBOTPROCESSING,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/26/2020 5:58:01 PM,213,UNKNOWN,,,,,,,
10410712,OFF RAMPED,2420780,PROCESSED,820,820,VA 21-0820 Report of General Information,"Outcome : Successfully Added Unsolicited Evidence, Added Note",10/27/2020 2:42:19 AM,213,PAYMENT_ISSUE,,,,,,,
10410718,OFF RAMPED,2420730,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:40:29 AM,213,DEPENDENCY_REQUEST,,,,,,,
10410727,OFF RAMPED,2420626,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:40:30 AM,213,PAYMENT_ISSUE,,,,,,,
10410734,OFF RAMPED,2420745,OFFRAMPED,820,820,VA 21-0820 Report of General Information,NULL,10/27/2020 2:40:35 AM,213,PAYMENT_ISSUE,,,,,,,
10410989,Processing,2434865,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/26/2020 7:07:55 PM,214,UNKNOWN,,,,,,,
10410989,Processing,2434867,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/26/2020 7:07:55 PM,214,UNKNOWN,,,,,,,
10410989,Processing,2434870,OCRSUCCESS,EVD-IDMAT,Evidence Mail,Identification Materials,NULL,10/26/2020 7:07:55 PM,214,NULL,,,,,,,
10410989,Processing,2434871,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/26/2020 7:07:55 PM,214,NULL,,,,,,,
10410989,Processing,2434873,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/26/2020 7:07:55 PM,214,NULL,,,,,,,
10410989,Processing,2434875,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/26/2020 7:07:55 PM,214,NULL,,,,,,,
